;TotalScore_MES;TotalDispersion_MES;TotalScore_EPI;TotalDispersion_EPI
TCGA.D8.A1XD.01;0.193984601790032;5679.8406;0.238346273675882;4544.169
TCGA.D8.A1XF.01;0.0772077135199307;3119.3904;0.279649162469003;3574.5486
TCGA.D8.A1XG.01;0.145702441516921;4378.1178;0.282235935766918;3273.5808
TCGA.D8.A1XJ.01;0.17653431284653;4637.5728;0.302887733403039;3081.5841
TCGA.D8.A1XK.01;0.169931857149052;4418.148;0.178136237433503;6023.8038
TCGA.D8.A1XL.01;0.1580843532201;5113.4874;0.25442185281214;4807.3305
TCGA.D8.A1XM.01;0.258114120670682;4480.4172;0.269208814033501;4223.1861
TCGA.D8.A1XO.01;0.226043794482709;4994.8794;0.276233335923757;4137.9366
TCGA.D8.A1XQ.01;0.220623540193676;5101.6266;0.207071502751736;5961.5346
TCGA.D8.A1XR.01;0.142491307084067;4278.7836;0.298321758850417;3284.7003
TCGA.D8.A1XS.01;0.206045400049925;4808.0718;0.274158759987849;4010.433
TCGA.D8.A1XT.01;0.249612818051732;4719.1158;0.24193942648025;4667.2248
TCGA.D8.A1XU.01;0.214588013796159;5286.9516;0.308431475057755;3590.1159
TCGA.D8.A1XV.01;0.0855127150376019;3288.4068;0.273653980656602;4265.4402
TCGA.D8.A1XW.01;0.23111422263006;4621.2642;0.235449356044282;4555.2885
TCGA.D8.A1XY.01;0.237832408081277;5328.4644;0.29486601623489;3653.8677
TCGA.D8.A1XZ.01;0.208584422950939;4938.5406;0.253801210905212;3886.6359
TCGA.D8.A1Y0.01;0.25132854827425;4072.7022;0.265929337958417;3911.8401
TCGA.D8.A1Y1.01;0.239824717765894;5361.0816;0.275070471292221;4278.7836
TCGA.D8.A1Y2.01;0.277476733924698;4243.2012;0.242230849117254;4891.0974
TCGA.D8.A1Y3.01;0.135970008707565;4446.3174;0.23383964336934;5052.7008
TCGA.D8.A27E.01;0.120375204651223;3802.869;0.265139494302246;3805.8342
TCGA.D8.A27F.01;0.218124949459791;5337.36;0.206310977979046;6265.4676
TCGA.D8.A27G.01;0.2474060420893;4564.9254;0.27276770260055;3954.0942
TCGA.D8.A27H.01;0.242930083993432;5469.3114;0.222691402855589;5527.8741
TCGA.D8.A27I.01;0.291518415387194;4134.9714;0.25516365588815;4745.0613
TCGA.D8.A27K.01;0.217005447209067;4977.0882;0.290008265805704;3883.6707
TCGA.D8.A27L.01;0.255990259949536;4822.8978;0.28969635527422;3556.7574
TCGA.D8.A27M.01;0.276457140144923;4351.431;0.234980253908596;4911.8538
TCGA.D8.A27N.01;0.239670899738773;4682.0508;0.303263933534444;3379.5867
TCGA.D8.A27P.01;0.171024111634971;5168.3436;0.307114597978057;3259.4961
TCGA.D8.A27R.01;0.191460228224934;4573.821;0.296181127116788;3260.9787
TCGA.D8.A27T.01;0.265350306639899;4763.5938;0.2544292708429;4355.1375
TCGA.D8.A27V.01;0.223987613693496;4229.8578;0.324196909860329;2783.5815
TCGA.D8.A27W.01;0.196229466025846;3776.1822;0.282709276777325;4346.2419
TCGA.D8.A3Z5.01;0.16927410196641;5334.3948;0.302397790133313;3195.003
TCGA.D8.A3Z6.01;0.17626300714536;5023.0488;0.319532734710026;3090.4797
TCGA.D8.A4Z1.01;0.239985860460974;5147.5872;0.27277370767307;3795.456
TCGA.D8.A73U.01;0.258795607777508;4851.0672;0.250513963559807;4813.2609
TCGA.D8.A73W.01;0.218030314749772;4913.3364;0.286385794117855;3843.6405
TCGA.D8.A73X.01;0.196552923362878;5272.1256;0.285552855235363;3762.8388
TCGA.E2.A105.01;0.109229403912662;3841.4166;0.248440094103019;4740.6135
TCGA.E2.A106.01;0.106178826201451;4014.8808;0.321547613160293;3108.2709
TCGA.E2.A107.01;0.113650280505484;3748.0128;0.324608787187295;3123.8382
TCGA.E2.A108.01;0.32853289244692;2895.5178;0.216377245720503;5109.7809
TCGA.E2.A109.01;0.170957017676475;4324.7442;0.291633874260846;3698.3457
TCGA.E2.A10A.01;0.15591214969043;4699.842;0.296221043187069;3606.4245
TCGA.E2.A10B.01;0.197911795762475;4757.6634;0.281483535504108;4002.2787
TCGA.E2.A10C.01;0.158976204790684;5217.2694;0.310522300013423;3286.1829
TCGA.E2.A10E.01;0.174170203016357;4323.2616;0.296369757041831;3467.8014
TCGA.E2.A10F.01;0.250449588119271;4846.6194;0.253771538782171;4539.7212
TCGA.E2.A14N.01;0.14676334642398;4480.4172;0.207562152500583;5578.2825
TCGA.E2.A14O.01;0.127001392272886;4717.6332;0.285631274417685;3372.1737
TCGA.E2.A14P.01;0.153515518334523;4123.1106;0.285069270277717;3858.4665
TCGA.E2.A14Q.01;0.189976250496612;5331.4296;0.305776879764319;3152.7489
TCGA.E2.A14R.01;0.147152139799199;4845.1368;0.218267783845648;5938.5543
TCGA.E2.A14S.01;0.128716536521966;4422.5958;0.255224766332031;4190.5689
TCGA.E2.A14T.01;0.143428571595992;4268.4054;0.30367969649657;3229.1028
TCGA.E2.A14U.01;0.127838455327143;5547.8892;0.294787243813009;3413.6865
TCGA.E2.A14V.01;0.152154888014617;5036.3922;0.32570630250023;3367.7259
TCGA.E2.A14W.01;0.115400876147482;4619.7816;0.287097218591705;3745.7889
TCGA.E2.A14X.01;0.199600278220188;4446.3174;0.235752788826326;5300.295
TCGA.E2.A14Y.01;0.136070796138669;4824.3804;0.290807646929995;4128.2997
TCGA.E2.A14Z.01;0.224060860373078;4553.0646;0.236534154733057;5114.97
TCGA.E2.A150.01;0.201171858977289;4920.7494;0.233029665058249;4894.0626
TCGA.E2.A152.01;0.23573491616478;4974.123;0.314167025793553;2983.7325
TCGA.E2.A153.01;0.269491673903439;4808.0718;0.284996502928356;3847.347
TCGA.E2.A154.01;0.17295840994936;5386.2858;0.292094498647092;3242.4462
TCGA.E2.A155.01;0.115459766477866;3387.741;0.301755953852784;2851.7811
TCGA.E2.A156.01;0.0691168852933559;3604.2006;0.274038658537447;4129.7823
TCGA.E2.A158.01;0.0924201699088577;3958.542;0.20883593435396;5868.8721
TCGA.E2.A159.01;0.207583873307855;4716.1506;0.298393466481098;3550.0857
TCGA.E2.A15A.01;0.184677292708967;4360.3266;0.292962761485584;3690.9327
TCGA.E2.A15A.06;0.19168319111758;4564.9254;0.265165987269246;4427.0436
TCGA.E2.A15C.01;0.211731100305761;5015.6358;0.300269521784284;3374.3976
TCGA.E2.A15D.01;0.202099161940791;4997.8446;0.285492804510163;3371.4324
TCGA.E2.A15E.01;0.191430050592947;5343.2904;0.287266773580507;3945.1986
TCGA.E2.A15E.06;0.101830024341337;3664.9872;0.290855687510156;3820.6602
TCGA.E2.A15F.01;0.157559906994296;4234.3056;0.280790479487379;3789.5256
TCGA.E2.A15G.01;0.111601717370948;4407.7698;0.297015478957519;3607.1658
TCGA.E2.A15H.01;0.163882560375773;4868.8584;0.309072958098723;2740.5861
TCGA.E2.A15I.01;0.201708610645262;4917.7842;0.273286611514197;4116.4389
TCGA.E2.A15J.01;0.11509499801355;3793.9734;0.297535447589847;2718.3471
TCGA.E2.A15K.01;0.173612356304664;4788.798;0.305966922647601;3141.6294
TCGA.E2.A15K.06;0.0341641557704906;2834.7312;0.321690675182095;2826.5769
TCGA.E2.A15L.01;0.202620678299411;4839.2064;0.289058757868411;3498.936
TCGA.E2.A15M.01;0.300598659761556;3485.5926;0.255472034024034;4259.5098
TCGA.E2.A15O.01;0.112689284069375;4121.628;0.288775106501727;3475.9557
TCGA.E2.A15P.01;0.189014668087066;4745.8026;0.289216655951733;3620.5092
TCGA.E2.A15R.01;0.114275221175674;3599.7528;0.250808565352851;5165.3784
TCGA.E2.A15S.01;0.0840934873740303;3352.1586;0.273425787900839;4066.7718
TCGA.E2.A15T.01;0.103316345963405;3472.2492;0.299641461846595;3290.6307
TCGA.E2.A1AZ.01;0.26530987447277;3894.7902;0.151513278275061;6804.3927
TCGA.E2.A1B0.01;0.235916567930143;4341.0528;0.313901389644429;3258.7548
TCGA.E2.A1B1.01;0.304361781171736;3562.6878;0.31393742007955;3399.6018
TCGA.E2.A1B4.01;0.137561805548231;5243.9562;0.281799331670752;3537.4836
TCGA.E2.A1B5.01;0.250046438394855;4367.7396;0.251535532367341;4743.5787
TCGA.E2.A1B6.01;0.194397420076153;5742.1098;0.189603100030379;5985.2562
TCGA.E2.A1BC.01;0.244670718087008;4864.4106;0.258245671049192;4229.1165
TCGA.E2.A1BD.01;0.174816238730266;5006.7402;0.278991077168714;3953.3529
TCGA.E2.A1IE.01;0.122125800293221;4008.9504;0.304505217348301;3268.3917
TCGA.E2.A1IF.01;0.230652182575259;5534.5458;0.293866348280077;3270.6156
TCGA.E2.A1IG.01;0.218223685983867;5386.2858;0.271516528079013;4191.3102
TCGA.E2.A1IH.01;0.298911642237434;3750.978;0.237230389905826;4778.4198
TCGA.E2.A1II.01;0.183832319013315;4625.712;0.167586031494839;7256.5857
TCGA.E2.A1IJ.01;0.281642712072576;4527.8604;0.274368937526051;4316.5899
TCGA.E2.A1IK.01;0.136400992170223;4683.5334;0.28015641447717;3642.0069
TCGA.E2.A1IL.01;0.19662617004246;5057.1486;0.287619659900952;3531.5532
TCGA.E2.A1IN.01;0.23878754478302;5504.8938;0.277064861848008;3859.2078
TCGA.E2.A1IO.01;0.271321375959385;4652.3988;0.269006761005179;4029.7068
TCGA.E2.A1IU.01;0.151391950600095;4376.6352;0.299915222505599;3427.7712
TCGA.E2.A1L6.01;0.205937580937581;5371.4598;0.280326675945092;4002.2787
TCGA.E2.A1L7.01;0.194180023931155;4849.5846;0.237826658283114;4803.624
TCGA.E2.A1L8.01;0.222503928951893;5186.1348;0.271173885705808;4303.2465
TCGA.E2.A1L9.01;0.251157737017465;5113.4874;0.271041067631246;4146.0909
TCGA.E2.A1LA.01;0.197483449180282;5125.3482;0.265583163189612;4352.9136
TCGA.E2.A1LB.01;0.172878424575257;5036.3922;0.309616593781571;3163.1271
TCGA.E2.A1LE.01;0.247365902908889;4603.473;0.25658650483585;4372.9287
TCGA.E2.A1LG.01;0.0847242877785864;3736.152;0.288756031565487;3725.0325
TCGA.E2.A1LH.01;0.214941648765178;4954.8492;0.206319102488926;6176.5116
TCGA.E2.A1LI.01;0.149139761696323;5113.4874;0.216304478371142;5348.4795
TCGA.E2.A1LK.01;0.0932633856842002;4990.4316;0.222625347057868;5604.9693
TCGA.E2.A1LL.01;0.159771956717658;5085.318;0.225926017506553;5600.5215
TCGA.E2.A1LS.01;0.147838900666955;4821.4152;0.23159162680947;5214.3042
TCGA.E2.A2P5.01;0.180002103644638;4658.3292;0.259858209640614;3421.8408
TCGA.E2.A2P6.01;0.134840544908418;4809.5544;0.317030738906512;3226.8789
TCGA.E2.A3DX.01;0.301907431432318;3676.848;0.264851250821282;4386.2721
TCGA.E2.A56Z.01;0.119513237725907;3933.3378;0.282849159643087;3815.4711
TCGA.E2.A570.01;0.212096161756795;5799.9312;0.251844263742785;4296.5748
TCGA.E2.A572.01;0.0746540412830006;4376.6352;0.27352822737324;4017.846
TCGA.E2.A573.01;0.180678024003816;5289.9168;0.233311903466693;5672.4276
TCGA.E2.A574.01;0.100866098038044;5212.8216;0.262671409496492;4721.3397
TCGA.E2.A576.01;0.126854898913722;4326.2268;0.270625304669121;3786.5604
TCGA.E2.A9RU.01;0.172021438424153;5503.4112;0.271579051481133;3864.3969
TCGA.E9.A1N3.01;0.095682870004137;3309.1632;0.271042127349926;3957.0594
TCGA.E9.A1N4.01;0.251011829631739;4741.3548;0.230848764014779;5151.2937
TCGA.E9.A1N5.01;0.239695803609831;4947.4362;0.260533250439783;4108.2846
TCGA.E9.A1N6.01;0.226652913870108;5193.5478;0.252804368866878;4787.3154
TCGA.E9.A1N8.01;0.146475633466584;5392.2162;0.19555942549118;6175.029
TCGA.E9.A1N9.01;0.218291951889237;4647.951;0.241694984704727;4809.5544
TCGA.E9.A1NA.01;0.207171348008452;5255.817;0.240103287247345;5526.3915
TCGA.E9.A1NC.01;0.238888039227406;4422.5958;0.235814252509767;5194.2891
TCGA.E9.A1ND.01;0.202133441386835;5180.2044;0.239915717040983;4946.6949
TCGA.E9.A1NE.01;0.268593376625051;4213.5492;0.250206291903043;4569.3732
TCGA.E9.A1NF.01;0.293970421232865;3869.586;0.238728478879807;4606.4382
TCGA.E9.A1NG.01;0.300338194568964;3820.6602;0.270380509654037;4333.6398
TCGA.E9.A1NH.01;0.245378281011765;4999.3272;0.274604548312575;3650.1612
TCGA.E9.A1NI.01;0.200642431977274;5343.2904;0.281726564321391;3702.7935
TCGA.E9.A1QZ.01;0.256589710775231;4456.6956;0.228187103930143;4970.4165
TCGA.E9.A1R0.01;0.227207244741181;5281.0212;0.260496160285983;4395.909
TCGA.E9.A1R2.01;0.176977308764639;4587.1644;0.261644542095558;4859.2215
TCGA.E9.A1R3.01;0.230108985199483;5304.7428;0.301585339145302;3457.4232
TCGA.E9.A1R4.01;0.194683961086676;4680.5682;0.28751933986591;3891.825
TCGA.E9.A1R5.01;0.211131649480066;5942.2608;0.27496873829894;3498.936
TCGA.E9.A1R6.01;0.148974810173905;4321.779;0.263019350463097;4159.4343
TCGA.E9.A1R7.01;0.137157776863659;3509.3142;0.29635174182427;3813.9885
TCGA.E9.A1RA.01;0.185466891914856;4991.9142;0.294358410987163;3017.8323
TCGA.E9.A1RB.01;0.178837481439291;4937.058;0.247913767158612;4824.3804
TCGA.E9.A1RC.01;0.157842346190762;5429.2812;0.298348605056977;3215.0181
TCGA.E9.A1RD.01;0.16331592406253;4126.0758;0.289959165506863;3987.4527
TCGA.E9.A1RE.01;0.150585065177825;3979.2984;0.264424537432796;3901.4619
TCGA.E9.A1RF.01;0.216864227610834;4502.6562;0.270001483606152;4032.672
TCGA.E9.A1RG.01;0.149279516360964;4814.0022;0.263366231711022;4576.0449
TCGA.E9.A1RH.01;0.205010570960797;5166.861;0.23531795092796;4576.7862
TCGA.E9.A1RI.01;0.260505771252378;4897.0278;0.268112358439246;4373.67
TCGA.E9.A226.01;0.233434091465766;5494.5156;0.286319385080574;3678.3306
TCGA.E9.A227.01;0.234509938695459;4524.8952;0.281481416066748;3955.5768
TCGA.E9.A228.01;0.146151590156115;4308.4356;0.268747836407695;4141.6431
TCGA.E9.A229.01;0.257305477328102;5189.1;0.266229944823981;4101.6129
TCGA.E9.A22A.01;0.283372798644292;4096.4238;0.258408867725914;4635.3489
TCGA.E9.A22B.01;0.232659434582511;4696.8768;0.279051481133475;3717.6195
TCGA.E9.A22D.01;0.191306410197813;4988.949;0.263897150769709;4862.1867
TCGA.E9.A22E.01;0.310947243639551;3645.7134;0.22427250312617;5201.7021
TCGA.E9.A22G.01;0.12237981977801;4467.0738;0.188660303644726;6335.8911
TCGA.E9.A22H.01;0.130037613634899;3994.1244;0.283572594261977;3817.695
TCGA.E9.A243.01;0.275856810359073;3997.0896;0.236418645396935;4518.2235
TCGA.E9.A244.01;0.203891361696792;4819.9326;0.232165287854917;5187.6174
TCGA.E9.A245.01;0.121706243312578;3896.2728;0.280058213879489;3682.7784
TCGA.E9.A247.01;0.132510128550853;4358.844;0.260249952312659;4415.1828
TCGA.E9.A248.01;0.204322638146168;4517.4822;0.299896500808919;3233.5506
TCGA.E9.A249.01;0.120562423164233;3939.2682;0.280822624287339;3820.6602
TCGA.E9.A24A.01;0.219734032516838;4661.2944;0.296376468593471;3468.5427
TCGA.E9.A295.01;0.213192518056771;4741.3548;0.279611365836083;4035.6372
TCGA.E9.A2JS.01;0.160621325214085;4579.7514;0.271089814690527;4145.3496
TCGA.E9.A2JT.01;0.260231242697306;4401.8394;0.175460801006026;6081.6252
TCGA.E9.A3HO.01;0.148354557291209;4668.7074;0.244668202081287;3990.4179
TCGA.E9.A3Q9.01;0.17412947786251;4997.8446;0.269543685136386;3306.198
TCGA.E9.A3QA.01;0.203950545013893;5203.926;0.22353070005016;5338.1013
TCGA.E9.A3X8.01;0.219869978354141;4935.5754;0.244270807576282;4868.8584
TCGA.E9.A54X.01;-0.0124107708949338;3005.2302;0.297014419238839;3641.2656
TCGA.E9.A54Y.01;0.0168914167782945;3581.9616;0.28014546405081;3255.0483
TCGA.E9.A5FK.01;0.225296385364259;4873.3062;0.250226779797523;4789.5393
TCGA.E9.A5FL.01;0.19957713226944;5556.7848;0.242828883692342;4392.9438
TCGA.E9.A5UO.01;0.0340651262596964;3031.917;0.284675761407872;3984.4875
TCGA.E9.A5UP.01;0.0161331671512667;3568.6182;0.320969713240125;2939.9958
TCGA.E9.A6HE.01;0.196062756583119;5112.0048;0.253922018834733;4093.4586
TCGA.EW.A1IW.01;0.235126675737536;4616.8164;0.288622860251365;3521.9163
TCGA.EW.A1IX.01;0.243116130559569;5407.0422;0.273048528050754;3722.8086
TCGA.EW.A1IY.01;0.261807804228619;3915.5466;0.267921962316404;3817.695
TCGA.EW.A1IZ.01;0.181981521913649;5152.035;0.2808936254389;3870.3273
TCGA.EW.A1J1.01;0.131984510378176;4152.7626;0.284629133785951;3725.7738
TCGA.EW.A1J2.01;0.265025091382557;4910.3712;0.288147046564039;3981.5223
TCGA.EW.A1J3.01;0.173735996699798;4910.3712;0.290956714024317;3357.3477
TCGA.EW.A1J5.01;0.188634664313397;4983.0186;0.261375373550835;4601.9904
TCGA.EW.A1J6.01;0.147670726290636;4634.6076;0.232540428267643;4250.6142
TCGA.EW.A1OV.01;0.231399884680428;4987.4664;0.216349693034822;5295.8472
TCGA.EW.A1OW.01;0.238608822884841;5318.0862;0.185818844624047;6388.5234
TCGA.EW.A1OX.01;0.0441309779545074;3623.4744;0.298065306929854;2760.6012
TCGA.EW.A1OY.01;0.150465819583467;4698.3594;0.283518548609296;3969.6615
TCGA.EW.A1OZ.01;0.194603682725855;4913.3364;0.268191130861127;3832.521
TCGA.EW.A1P0.01;0.155250878667168;3908.1336;0.262097395211485;4024.5177
TCGA.EW.A1P1.01;0.331376914521711;3098.634;0.235169237073198;4640.538
TCGA.EW.A1P3.01;0.184057039826271;5332.9122;0.279181473291557;4001.5374
TCGA.EW.A1P4.01;0.20873296721713;5005.2576;0.218658466799014;5752.488
TCGA.EW.A1P5.01;0.150173418838577;4484.865;0.275288773340304;3538.9662
TCGA.EW.A1P6.01;0.189371525909988;4607.9208;0.289840477014702;3289.8894
TCGA.EW.A1P7.01;0.292025282409898;4142.3844;0.193714102029715;6141.6705
TCGA.EW.A1P8.01;0.192510878596851;5399.6292;0.202440178880513;6020.0973
TCGA.EW.A1PA.01;0.188022615058814;4440.387;0.263138392194819;4515.9996
TCGA.EW.A1PB.01;0.166060330653091;5263.23;0.218202434527048;5001.5511
TCGA.EW.A1PC.01;0.134156127934408;4848.102;0.284046641751503;3938.5269
TCGA.EW.A1PD.01;0.228572855835299;4747.2852;0.305649360283157;3488.5578
TCGA.EW.A1PE.01;0.213725167910688;4714.668;0.311984358552283;3126.0621
TCGA.EW.A1PF.01;0.243889908482669;4244.6838;0.299005983878146;3047.4843
TCGA.EW.A1PG.01;0.254960704621338;5236.5432;0.266413629395183;3953.3529
TCGA.EW.A1PH.01;0.176266815972698;4815.4848;0.237089447321384;5617.5714
TCGA.EW.A2FR.01;0.287068533109257;4265.4402;0.273471355804079;4114.215
TCGA.EW.A2FS.01;0.187299230851267;4996.362;0.284491370357549;3645.7134
TCGA.EW.A2FV.01;0.236257604470274;4083.0804;0.310471080277222;3355.8651
TCGA.EW.A2FW.01;0.151075524944303;4292.127;0.269685687439508;3856.2426
TCGA.EW.A3E8.01;0.22728283531451;4840.689;0.251770083435184;4577.5275
TCGA.EW.A3U0.01;0.272268016046297;4161.6582;0.146393777331911;6430.0362
TCGA.EW.A423.01;0.105767765835639;3973.368;0.310596127081464;2998.5585
TCGA.EW.A424.01;0.184794194409579;5983.7736;0.267916310483444;4434.4566
TCGA.EW.A6S9.01;0.198770539833888;5066.0442;0.298437268186539;3317.3175
TCGA.EW.A6SA.01;0.0712685797527426;3762.8388;0.242963821204264;4812.5196
TCGA.EW.A6SB.01;0.136140526977631;5301.7776;0.190764198464114;6175.7703
TCGA.EW.A6SC.01;0.242127886358656;4990.4316;0.270250164256395;4323.2616
TCGA.EW.A6SD.01;0.173436857260387;4610.886;0.293079683779946;3643.4895
TCGA.GI.A2C8.01;0.262062995660281;4447.8;0.276820420072485;4129.041
TCGA.GI.A2C9.01;0.228840352709131;5503.4112;0.242956756413064;4684.2747
TCGA.GM.A2D9.01;0.193698353766227;5355.1512;0.298853384388224;3186.1074
TCGA.GM.A2DA.01;0.257280573457044;4828.8282;0.260774513059267;4163.8821
TCGA.GM.A2DB.01;0.140990922099519;4865.8932;0.30072802673317;3381.0693
TCGA.GM.A2DC.01;0.120969674702706;4258.0272;0.283783478279299;3873.2925
TCGA.GM.A2DD.01;0.25237158099149;4604.9556;0.241842992080369;4711.7028
TCGA.GM.A2DF.01;0.219209293304316;4673.1552;0.197122863783761;6670.2174
TCGA.GM.A2DH.01;0.177418839749156;4999.3272;0.252758447724078;5048.253
TCGA.GM.A2DI.01;0.287546101460129;3586.4094;0.246365164927551;5145.3633
TCGA.GM.A2DK.01;0.23148690173577;4849.5846;0.289815750245502;3761.3562
TCGA.GM.A2DL.01;0.252104670091095;5252.8518;0.268628794675973;4020.0699
TCGA.GM.A2DM.01;0.115456543623965;4091.976;0.286097550636891;3563.4291
TCGA.GM.A2DN.01;0.212609474487303;4888.1322;0.30072802673317;3159.4206
TCGA.GM.A2DO.01;0.168870952241993;6347.0106;0.223147788367115;4776.9372
TCGA.GM.A3NW.01;0.160168660734272;4631.6424;0.278856139656792;3648.6786
TCGA.GM.A3NY.01;0.171643192570794;5592.3672;0.292958875850424;3246.894
TCGA.GM.A3XG.01;0.168896442086487;6143.8944;0.274811899934297;4053.4284
TCGA.GM.A3XL.01;0.118975607097779;4573.821;0.22499523126594;4982.2773
TCGA.GM.A3XN.01;0.252819850670529;4990.4316;0.242338233943496;4438.9044
TCGA.GM.A4E0.01;0.289789207775633;4118.6628;0.228000240202901;5005.2576
TCGA.GM.A5PV.01;0.125109284045936;4818.45;0.294992122757812;3631.6287
TCGA.GM.A5PX.01;0.237196919889228;5117.9352;0.260774159819707;4121.628
TCGA.HN.A2NL.01;0.155560272641721;4548.6168;0.130218584639731;6978.5982
TCGA.HN.A2OB.01;0.270677098165786;4870.341;0.2691293351325;3957.8007
TCGA.JL.A3YW.01;0.264967080012329;4618.299;0.262268363158527;4195.0167
TCGA.JL.A3YX.01;0.154865601132569;5026.014;0.294369008173963;3418.8756
TCGA.LD.A66U.01;0.200616356159343;4885.167;0.266456371381944;3929.6313
TCGA.LD.A74U.01;0.258890242487528;4619.7816;0.279991804842208;3597.5289
TCGA.LD.A7W5.01;0.22893850325977;4765.0764;0.250886278056052;4513.7757
TCGA.LD.A7W6.01;0.179061616278811;4981.536;0.288620034334885;3622.7331
TCGA.LD.A9QF.01;0.274778033262196;4235.7882;0.26693854338135;4238.0121
TCGA.LL.A440.01;0.312945120071817;3470.7666;0.221542314566893;4932.6102
TCGA.LL.A441.01;0.226982230941507;5028.9792;0.184653860555151;6192.8202
TCGA.LL.A442.01;0.0859806148267687;4588.647;0.264775657555441;4098.6477
TCGA.LL.A50Y.01;0.129681927758851;4403.322;0.285148749178718;3916.2879
TCGA.LL.A5YL.01;0.181538233008821;4821.4152;0.30218937879291;3647.9373
TCGA.LL.A5YM.01;0.139999162057986;4351.431;0.254125484821296;4558.995
TCGA.LL.A5YN.01;0.166323432726148;4808.0718;0.273215610362636;3905.1684
TCGA.LL.A5YO.01;0.205515094089755;5116.4526;0.255014235554268;4744.32
TCGA.LL.A5YP.01;0.263855781389718;4738.3896;0.190770556776194;6439.6731
TCGA.LL.A6FP.01;0.0470807682346144;3332.8848;0.294560464015486;3575.2899
TCGA.LL.A6FQ.01;0.132972461592371;4389.9786;0.274093763908808;3942.2334
TCGA.LL.A6FR.01;0.184575333330989;5493.033;0.242226610242534;4964.4861
TCGA.LL.A73Y.01;0.260528331229689;4474.4868;0.202580061746275;6564.2115
TCGA.LL.A73Z.01;0.238317008113388;4920.7494;0.286656728860379;4185.3798
TCGA.LL.A740.01;0.226933595146265;4647.951;0.29188997294185;3390.7062
TCGA.LL.A7SZ.01;0.179662532038098;5266.1952;0.243124898443627;4347.7245
TCGA.LL.A7T0.01;0.138448969331322;4114.215;0.27940472069348;3709.4652
TCGA.LL.A8F5.01;0.189204230493823;4954.8492;0.157707687199305;7593.8772
TCGA.LL.A9Q3.01;0.163529804366908;4389.9786;0.293594707058433;3459.6471
TCGA.LQ.A4E4.01;0.14008940196723;4357.3614;0.302865479310759;3192.0378
TCGA.MS.A51U.01;0.239943670373535;5120.9004;0.281266646414265;4185.3798
TCGA.OK.A5Q2.01;0.228158572615586;4873.3062;0.295492663214339;3498.936
TCGA.OL.A5D6.01;0.22448744903496;4981.536;0.299419627402912;3661.2807
TCGA.OL.A5D7.01;0.12006581067667;4723.5636;0.160407497156422;6524.9226
TCGA.OL.A5D8.01;0.122143672483039;4217.997;0.272411990363625;3232.8093
TCGA.OL.A5DA.01;0.149687353872874;4692.429;0.263173009671699;4140.9018
TCGA.OL.A5RU.01;0.197757977735353;4742.8374;0.302828742396518;3154.9728
TCGA.OL.A5RV.01;0.17315617598423;4945.9536;0.32497827576706;2647.9236
TCGA.OL.A5RW.01;0.137768947158087;5355.1512;0.239375260514175;4927.4211
TCGA.OL.A5RX.01;0.20112966888985;5497.4808;0.291221643694321;3173.5053
TCGA.OL.A5RY.01;0.279665344710594;3876.999;0.269901870050231;4335.8637
TCGA.OL.A5RZ.01;0.109678845538574;3522.6576;0.275593972320148;3597.5289
TCGA.OL.A5S0.01;0.234390986087819;4851.0672;0.19631747758695;6077.1774
TCGA.OL.A66H.01;0.180266670651286;4271.3706;0.274799536549697;3790.2669
TCGA.OL.A66I.01;0.246081156149029;4336.605;0.162974842278536;6814.0296
TCGA.OL.A66J.01;0.226766592716819;4811.037;0.268718870763775;4117.9215
TCGA.OL.A66K.01;0.197638439154276;5122.383;0.290609832776392;3653.1264
TCGA.OL.A66L.01;0.217050860150408;5134.2438;0.250884158618692;4590.8709
TCGA.OL.A66N.01;0.217771314490771;4662.777;0.297102022649721;3350.676
TCGA.OL.A66O.01;0.114166816089893;5246.9214;0.28749920521099;3773.9583
TCGA.OL.A66P.01;0.223456428773171;4671.6726;0.228294135516825;4968.1926
TCGA.OL.A6VO.01;0.14069500551401;4284.714;0.20366592015373;5966.7237
TCGA.OL.A6VQ.01;0.249100091294661;5328.4644;0.289407758553696;3696.1218
TCGA.OL.A6VR.01;0.0930298752696943;4037.1198;0.298583862603941;3381.0693
TCGA.OL.A97C.01;0.245477603509278;4541.2038;0.228450973881467;5063.8203
TCGA.PE.A5DC.01;0.154395357449656;5052.7008;0.272590729580987;4017.1047
TCGA.PE.A5DD.01;0.194494691666637;5283.9864;0.275995605699873;3876.999
TCGA.PE.A5DE.01;0.210454557174014;4974.123;0.273738758151003;4057.1349
TCGA.PL.A8LV.01;0.176916953500664;4816.9674;0.250611104438808;4971.8991
TCGA.PL.A8LX.01;0.0999894817768121;3857.7252;0.237179876648746;4474.4868
TCGA.PL.A8LY.01;0.138515770303101;6017.8734;0.265028223840844;4518.2235
TCGA.PL.A8LZ.01;0.25697323038952;4378.1178;0.183950560591182;5838.4788
TCGA.S3.A6ZF.01;0.173787855348941;4606.4382;0.296980155001519;3366.2433
TCGA.S3.A6ZG.01;0.140850581461441;4381.083;0.3000052985934;3548.6031
TCGA.S3.A6ZH.01;0.114968427751233;3623.4744;0.324388012462292;2811.7509
TCGA.S3.AA0Z.01;0.169933322082643;5052.7008;0.189535631274418;6863.6967
TCGA.S3.AA10.01;0.199202695243419;5217.2694;0.185429927868482;6709.5063
TCGA.S3.AA11.01;0.110024862852917;4640.538;0.287759542766713;3381.8106
